x,y,z,timestamp
-190.7,50.00133597911215,-174.7,2026-01-29T14:55:05.803Z
-190.7,50.166109260938214,-174.7,2026-01-29T14:55:05.854Z
-190.7,49.966367993957526,-174.7,2026-01-29T14:55:06.005Z
-190.7,49.73584062504456,-174.7,2026-01-29T14:55:06.056Z
-190.7,49.43152379758702,-174.7,2026-01-29T14:55:06.106Z
-190.7,49.054893299348365,-174.7,2026-01-29T14:55:06.156Z
-190.7,49,-174.7,2026-01-29T14:55:06.205Z
-190.7,49.41999998688698,-174.7,2026-01-29T14:55:06.255Z
-190.7,49.7531999805212,-174.7,2026-01-29T14:55:06.306Z
-190.7,50.00133597911215,-174.7,2026-01-29T14:55:06.355Z
-190.7,50.166109260938214,-174.7,2026-01-29T14:55:06.406Z
-190.7,49.966367993957526,-174.7,2026-01-29T14:55:06.560Z
-190.7,49.73584062504456,-174.7,2026-01-29T14:55:06.609Z
-190.7,49.43152379758702,-174.7,2026-01-29T14:55:06.660Z
-190.7,49.054893299348365,-174.7,2026-01-29T14:55:06.711Z
-190.7,49,-174.7,2026-01-29T14:55:06.763Z
-190.7,49.41999998688698,-174.7,2026-01-29T14:55:06.813Z
-190.7,49.7531999805212,-174.7,2026-01-29T14:55:06.865Z
-190.7,50.00133597911215,-174.7,2026-01-29T14:55:06.915Z
-190.7,50.166109260938214,-174.7,2026-01-29T14:55:06.966Z
-190.7,49.966367993957526,-174.7,2026-01-29T14:55:07.119Z
-190.7,49.73584062504456,-174.7,2026-01-29T14:55:07.169Z
-190.7,49.43152379758702,-174.7,2026-01-29T14:55:07.220Z
-190.7,49.054893299348365,-174.7,2026-01-29T14:55:07.269Z
-190.7,49,-174.7,2026-01-29T14:55:07.320Z
-190.7,49.41999998688698,-174.7,2026-01-29T14:55:07.371Z
-190.7,49.7531999805212,-174.7,2026-01-29T14:55:07.421Z
-190.7,50.00133597911215,-174.7,2026-01-29T14:55:07.472Z
-190.7,50.166109260938214,-174.7,2026-01-29T14:55:07.523Z
-190.7,49.966367993957526,-174.7,2026-01-29T14:55:07.677Z
-190.7,49.73584062504456,-174.7,2026-01-29T14:55:07.727Z
-190.7,49.43152379758702,-174.7,2026-01-29T14:55:07.779Z
-190.7,49.054893299348365,-174.7,2026-01-29T14:55:07.830Z
-190.7,49,-174.7,2026-01-29T14:55:07.882Z
-190.7,49.41999998688698,-174.7,2026-01-29T14:55:07.934Z
-190.7,49.7531999805212,-174.7,2026-01-29T14:55:07.986Z
-190.7,50.00133597911215,-174.7,2026-01-29T14:55:08.035Z
-190.7,50.166109260938214,-174.7,2026-01-29T14:55:08.086Z
-190.7,49.966367993957526,-174.7,2026-01-29T14:55:08.240Z
-190.7,49.73584062504456,-174.7,2026-01-29T14:55:08.291Z
-190.7,49.43152379758702,-174.7,2026-01-29T14:55:08.343Z
-190.7,49.054893299348365,-174.7,2026-01-29T14:55:08.393Z
-190.7,49,-174.7,2026-01-29T14:55:08.444Z
-190.7,49.41999998688698,-174.7,2026-01-29T14:55:08.496Z
-190.7,49.7531999805212,-174.7,2026-01-29T14:55:08.547Z
-190.7,50.00133597911215,-174.7,2026-01-29T14:55:08.597Z
-190.7,50.166109260938214,-174.7,2026-01-29T14:55:08.598Z
-190.7,49.966367993957526,-174.7,2026-01-29T14:55:08.751Z
-190.7,49.73584062504456,-174.7,2026-01-29T14:55:08.801Z
-190.7,49.43152379758702,-174.7,2026-01-29T14:55:08.851Z
-190.7,49.054893299348365,-174.7,2026-01-29T14:55:08.900Z
-190.7,49,-174.7,2026-01-29T14:55:08.951Z
-190.7,49.41999998688698,-174.7,2026-01-29T14:55:09.001Z
-190.7,49.7531999805212,-174.7,2026-01-29T14:55:09.051Z
-190.7,50.00133597911215,-174.7,2026-01-29T14:55:09.101Z
-190.7,50.166109260938214,-174.7,2026-01-29T14:55:09.151Z
-190.7,49.966367993957526,-174.7,2026-01-29T14:55:09.302Z
-190.7,49.73584062504456,-174.7,2026-01-29T14:55:09.352Z
-190.7,49.43152379758702,-174.7,2026-01-29T14:55:09.402Z
-190.7,49.054893299348365,-174.7,2026-01-29T14:55:09.454Z
-190.7,49,-174.7,2026-01-29T14:55:09.503Z
-190.7,49.41999998688698,-174.7,2026-01-29T14:55:09.553Z
-190.7,49.7531999805212,-174.7,2026-01-29T14:55:09.603Z
-190.7,50.00133597911215,-174.7,2026-01-29T14:55:09.653Z
-190.7,50.166109260938214,-174.7,2026-01-29T14:55:09.703Z
-190.7,49.966367993957526,-174.7,2026-01-29T14:55:09.855Z
-190.7,49.73584062504456,-174.7,2026-01-29T14:55:09.906Z
-190.7,49.43152379758702,-174.7,2026-01-29T14:55:09.957Z
-190.7,49.054893299348365,-174.7,2026-01-29T14:55:10.008Z
-190.7,49,-174.7,2026-01-29T14:55:10.058Z
-190.7,49.41999998688698,-174.7,2026-01-29T14:55:10.109Z
-190.7,49.7531999805212,-174.7,2026-01-29T14:55:10.161Z
-190.7,50.00133597911215,-174.7,2026-01-29T14:55:10.211Z
-190.7,50.166109260938214,-174.7,2026-01-29T14:55:10.286Z
-190.7,49.966367993957526,-174.7,2026-01-29T14:55:10.415Z
-190.7,49.73584062504456,-174.7,2026-01-29T14:55:10.466Z
-190.7,49.43152379758702,-174.7,2026-01-29T14:55:10.518Z
-190.7,49.054893299348365,-174.7,2026-01-29T14:55:10.568Z
-190.7,49,-174.7,2026-01-29T14:55:10.619Z
-190.7,49.41999998688698,-174.7,2026-01-29T14:55:13.793Z
-190.7,49.7531999805212,-174.7,2026-01-29T14:55:13.844Z
-190.71801708078462,50.00133597911215,-174.7,2026-01-29T14:55:13.893Z
-190.75224004621492,50.166109260938214,-174.7,2026-01-29T14:55:13.944Z
-190.80077651836336,50.2,-174.7,2026-01-29T14:55:13.994Z
-190.8616946292813,50.121599998474125,-174.7,2026-01-29T14:55:14.044Z
-190.93300917879574,50,-174.7,2026-01-29T14:55:14.095Z
-191.07170586922794,50,-174.7,2026-01-29T14:55:14.145Z
-191.20763725331943,50,-174.7,2026-01-29T14:55:14.194Z
-191.32563805133833,50,-174.8196406547583,2026-01-29T14:55:14.244Z
-191.42174959113893,50,-175.00836199550272,2026-01-29T14:55:14.294Z
-191.49415625055238,50,-175.5,2026-01-29T14:55:14.344Z
-191.4043069627856,50,-175.40967902651468,2026-01-29T14:55:20.905Z
-191.3,50,-175.27004280150638,2026-01-29T14:55:20.954Z
-191.3,50,-175.10538191955922,2026-01-29T14:55:21.005Z
-191.3,50,-174.93871705281268,2026-01-29T14:55:21.056Z
-191.3,50,-174.78634259335635,2026-01-29T14:55:21.106Z
-191.3,50,-174.66030487238112,2026-01-29T14:55:21.156Z
-191.1751134032491,50,-174.56630672166327,2026-01-29T14:55:21.207Z
-190.9801225000678,50,-174.50266231668488,2026-01-29T14:55:21.258Z
-190.74625916320684,50,-174.4672454095123,2026-01-29T14:55:21.308Z
-190.49230362381982,50,-174.46486744339273,2026-01-29T14:55:21.358Z
-190.38078398119714,49.92159999847412,-174.5893430985183,2026-01-29T14:55:21.409Z
-190.32269028657177,49.76636799395752,-174.63198068107187,2026-01-29T14:55:21.437Z
-190.3,49.53584062504456,-174.64560423333953,2026-01-29T14:55:21.470Z
-190.30438075347513,49.231523797587016,-174.63290108027266,2026-01-29T14:55:21.520Z
-190.31268226449555,49,-174.59622924259702,2026-01-29T14:55:21.570Z
-190.34181177479763,49,-174.43729797901935,2026-01-29T14:55:21.622Z
-190.37896283410802,49,-174.2249055645923,2026-01-29T14:55:21.674Z
-190.42016472496888,49,-173.98326816953826,2026-01-29T14:55:21.724Z
-190.4635783698563,49,-173.7256630150619,2026-01-29T14:55:21.776Z
-190.50754133618466,49,-173.45923166379464,2026-01-29T14:55:21.827Z
-190.50832830072366,48.92159999847412,-173.43902687047992,2026-01-29T14:55:21.878Z
-190.508128183329,48.76636799395752,-173.40251583919328,2026-01-29T14:55:21.929Z
-190.50792806593435,48.53584062504456,-173.34381158658567,2026-01-29T14:55:21.979Z
-190.50766124487507,48.231523797587016,-173.3,2026-01-29T14:55:22.030Z
-190.50739442381578,48,-173.27452139708458,2026-01-29T14:55:22.081Z
-190.50606031799478,48,-173.12394280376478,2026-01-29T14:55:22.131Z
-190.50472621217378,48,-172.91433382714538,2026-01-29T14:55:22.183Z
-190.50339210635278,48,-172.67249426124442,2026-01-29T14:55:22.234Z
-190.50305857418252,48,-172.41305024476299,2026-01-29T14:55:22.284Z
-190.50272504201226,48,-172.1439941982646,2026-01-29T14:55:22.335Z
-190.5020579799578,48,-171.8696912931525,2026-01-29T14:55:22.385Z
-190.50139091790336,48,-171.59252360323728,2026-01-29T14:55:22.437Z
-190.5013909179033,48,-171.3137899944512,2026-01-29T14:55:22.487Z
-190.50105738573305,48,-171.0342018305545,2026-01-29T14:55:22.539Z
-190.5007238535628,48,-170.7541470795674,2026-01-29T14:55:22.589Z
-190.50072385356273,48,-170.47383713543607,2026-01-29T14:55:22.640Z
-190.50072385356268,48,-170.19338785584802,2026-01-29T14:55:22.691Z
-190.50072385356262,48,-169.91286249910058,2026-01-29T14:55:22.741Z
-190.50039032139236,48,-169.63229604081695,2026-01-29T14:55:22.792Z
-190.5003903213923,48,-169.35170670450174,2026-01-29T14:55:22.844Z
-190.50039032139225,48,-169.07110487678128,2026-01-29T14:55:22.895Z
-190.5003903213922,48,-168.79049622875354,2026-01-29T14:55:22.946Z
-190.50039032139213,48,-168.50988385683803,2026-01-29T14:55:22.996Z
-190.50039032139208,48,-168.2292694516798,2026-01-29T14:55:23.047Z
-190.50039032139202,48,-167.94865393637107,2026-01-29T14:55:23.098Z
-190.50039032139196,48,-167.66803781492013,2026-01-29T14:55:23.149Z
-190.5003903213919,48,-167.38742136251557,2026-01-29T14:55:23.149Z
-190.50039032139185,48,-167.10680472941033,2026-01-29T14:55:23.199Z
-190.5003903213918,48,-166.8261879976425,2026-01-29T14:55:23.260Z
-190.50039032139173,48,-166.54557121200492,2026-01-29T14:55:23.315Z
-190.5003903213916,48.41999998688698,-166.06495439695442,2026-01-29T14:55:23.351Z
-190.5003903213916,48.7531999805212,-165.77705761593685,2026-01-29T14:55:23.401Z
-190.5003903213916,49.00133597911215,-165.48959154521089,2026-01-29T14:55:23.451Z
-190.5003903213916,49.166109260938214,-165.20251742085023,2026-01-29T14:55:23.502Z
-190.5003903213916,49.2,-164.91579996768203,2026-01-29T14:55:23.552Z
-190.5003903213916,49.121599998474125,-164.629407085299,2026-01-29T14:55:23.603Z
-190.5003903213916,48.966367993957526,-164.34330956233043,2026-01-29T14:55:23.653Z
-190.5003903213916,48.73584062504456,-164.05748081642903,2026-01-29T14:55:23.702Z
-190.5003903213916,48.43152379758702,-163.77189665765877,2026-01-29T14:55:23.752Z
-190.5003903213916,48.054893299348365,-163.48653507317783,2026-01-29T14:55:23.803Z
-190.5003903213916,48,-163.20137603130016,2026-01-29T14:55:23.853Z
-190.50039032139154,48,-162.81448125309913,2026-01-29T14:55:23.922Z
-190.3024445408997,48.41999998688698,-162.34245276914027,2026-01-29T14:55:23.955Z
-190.3,48.7531999805212,-162.3,2026-01-29T14:55:24.006Z
-190.3,49.00133597911215,-162.28198291921538,2026-01-29T14:55:24.055Z
-190.3,49.166109260938214,-162.2477599537851,2026-01-29T14:55:24.107Z
-190.3,49.2,-162.1992234816367,2026-01-29T14:55:24.157Z
-190.3,49.121599998474125,-162.1383053707188,2026-01-29T14:55:24.207Z
-190.3,49,-162.06699082120437,2026-01-29T14:55:24.259Z
-190.3,49,-161.92829413077226,2026-01-29T14:55:24.309Z
-190.3,49,-161.79236274668088,2026-01-29T14:55:24.360Z
-190.3,49,-161.6743619486621,2026-01-29T14:55:24.410Z
-190.17552434487445,49,-161.58279343106125,2026-01-29T14:55:24.460Z
-189.98112380501584,49,-161.5171605171059,2026-01-29T14:55:24.511Z
-189.5,49,-161.47665653576155,2026-01-29T14:55:24.562Z
-189.5,49.41999998688698,-161.47665653576155,2026-01-29T14:55:24.664Z
-189.5,49.7531999805212,-161.47665653576155,2026-01-29T14:55:24.715Z
-189.5,50.00133597911215,-161.47665653576155,2026-01-29T14:55:24.766Z
-189.5,50.166109260938214,-161.47665653576155,2026-01-29T14:55:24.817Z
-189.5,50.24918707874468,-161.47665653576155,2026-01-29T14:55:24.868Z
-189.5,50.17675927506424,-161.47665653576155,2026-01-29T14:55:24.971Z
-189.5,50.024424088213685,-161.47665653576155,2026-01-29T14:55:25.020Z
-189.5,49.7967356006687,-161.47665653576155,2026-01-29T14:55:25.072Z
-189.5,49.495200877005914,-161.47665653576155,2026-01-29T14:55:25.122Z
-189.5,49.121296840539195,-161.47665653576155,2026-01-29T14:55:25.173Z
-189.5,49,-161.47665653576155,2026-01-29T14:55:25.224Z
-189.5,49.41999998688698,-161.47665653576155,2026-01-29T14:55:25.275Z
-189.5,49.7531999805212,-161.47665653576155,2026-01-29T14:55:25.326Z
-189.5,50.00133597911215,-161.47665653576155,2026-01-29T14:55:25.377Z
-189.5,50.166109260938214,-161.47665653576155,2026-01-29T14:55:25.429Z
-189.5,50.24918707874468,-161.47665653576155,2026-01-29T14:55:25.480Z
-189.5,50.17675927506424,-161.47665653576155,2026-01-29T14:55:25.582Z
-189.5,50.024424088213685,-161.47665653576155,2026-01-29T14:55:25.632Z
-189.5,49.7967356006687,-161.47665653576155,2026-01-29T14:55:25.683Z
-189.5,49.495200877005914,-161.47665653576155,2026-01-29T14:55:25.735Z
-189.5,49.121296840539195,-161.47665653576155,2026-01-29T14:55:25.785Z
-189.5,49,-161.47665653576155,2026-01-29T14:55:25.837Z
-189.5,49.41999998688698,-161.47665653576155,2026-01-29T14:55:25.887Z
-189.5,49.7531999805212,-161.47665653576155,2026-01-29T14:55:25.939Z
-189.5,50.00133597911215,-161.47665653576155,2026-01-29T14:55:25.990Z
-189.5,50.166109260938214,-161.47665653576155,2026-01-29T14:55:26.041Z
-189.5,50.24918707874468,-161.47665653576155,2026-01-29T14:55:26.092Z
-189.5,50.17675927506424,-161.47665653576155,2026-01-29T14:55:26.194Z
-189.5,50.024424088213685,-161.47665653576155,2026-01-29T14:55:26.244Z
-189.5,49.7967356006687,-161.47665653576155,2026-01-29T14:55:26.296Z
-189.5,49.495200877005914,-161.47665653576155,2026-01-29T14:55:26.347Z
-189.5,49.121296840539195,-161.47665653576155,2026-01-29T14:55:26.398Z
-189.5,49,-161.47665653576155,2026-01-29T14:55:26.398Z
-189.5,49.41999998688698,-161.47665653576155,2026-01-29T14:55:26.449Z
-189.5,49.7531999805212,-161.47665653576155,2026-01-29T14:55:26.499Z
-189.5,50.00133597911215,-161.47665653576155,2026-01-29T14:55:26.550Z
-189.5,50.166109260938214,-161.47665653576155,2026-01-29T14:55:26.601Z
-189.5,50.24918707874468,-161.47665653576155,2026-01-29T14:55:26.651Z
-189.5,50.17675927506424,-161.47665653576155,2026-01-29T14:55:26.752Z
-189.5,50.024424088213685,-161.47665653576155,2026-01-29T14:55:26.802Z
-189.5,49.7967356006687,-161.47665653576155,2026-01-29T14:55:26.851Z
-189.5,49.495200877005914,-161.47665653576155,2026-01-29T14:55:26.902Z
-189.5,49.121296840539195,-161.47665653576155,2026-01-29T14:55:26.952Z
-189.5,49,-161.47665653576155,2026-01-29T14:55:27.001Z
-189.5,49.41999998688698,-161.47665653576155,2026-01-29T14:55:27.052Z
-189.5,49.7531999805212,-161.47665653576155,2026-01-29T14:55:27.102Z
-189.5,50.00133597911215,-161.47665653576155,2026-01-29T14:55:27.152Z
-189.5,50.166109260938214,-161.47665653576155,2026-01-29T14:55:27.201Z
-189.5,50.24918707874468,-161.47665653576155,2026-01-29T14:55:27.252Z
-189.5,50.17675927506424,-161.47665653576155,2026-01-29T14:55:27.353Z
-189.5,50.024424088213685,-161.47665653576155,2026-01-29T14:55:27.403Z
-189.5,49.7967356006687,-161.47665653576155,2026-01-29T14:55:27.453Z
-189.5,49.495200877005914,-161.47665653576155,2026-01-29T14:55:27.503Z
-189.5,49.121296840539195,-161.47665653576155,2026-01-29T14:55:27.553Z
-189.5,49,-161.47665653576155,2026-01-29T14:55:27.603Z
-189.5,49.41999998688698,-161.47665653576155,2026-01-29T14:55:27.652Z
-189.5,49.7531999805212,-161.47665653576155,2026-01-29T14:55:27.704Z
-189.5,50.00133597911215,-161.47665653576155,2026-01-29T14:55:27.755Z
-189.5,50.166109260938214,-161.47665653576155,2026-01-29T14:55:27.806Z
-189.5,50.24918707874468,-161.47665653576155,2026-01-29T14:55:27.856Z
-189.5,50.17675927506424,-161.47665653576155,2026-01-29T14:55:27.957Z
-189.5,50.024424088213685,-161.47665653576155,2026-01-29T14:55:28.008Z
-189.5,49.7967356006687,-161.47665653576155,2026-01-29T14:55:28.058Z
-189.5,49.495200877005914,-161.47665653576155,2026-01-29T14:55:28.108Z
-189.5,49.121296840539195,-161.47665653576155,2026-01-29T14:55:28.159Z
-189.5,49,-161.47665653576155,2026-01-29T14:55:28.211Z
-189.5,49.41999998688698,-161.47665653576155,2026-01-29T14:55:28.261Z
-189.5,49.7531999805212,-161.47665653576155,2026-01-29T14:55:28.312Z
-189.5,50.00133597911215,-161.47665653576155,2026-01-29T14:55:28.364Z
-189.5,50.166109260938214,-161.47665653576155,2026-01-29T14:55:28.414Z
-189.5,50.24918707874468,-161.47665653576155,2026-01-29T14:55:28.466Z
-189.5,50.17675927506424,-161.47665653576155,2026-01-29T14:55:28.567Z
-189.5,50.024424088213685,-161.47665653576155,2026-01-29T14:55:28.618Z
-189.5,49.7967356006687,-161.47665653576155,2026-01-29T14:55:28.669Z
-189.5,49.495200877005914,-161.47665653576155,2026-01-29T14:55:28.720Z
-189.5,49.121296840539195,-161.47665653576155,2026-01-29T14:55:28.771Z
-189.5,49,-161.47665653576155,2026-01-29T14:55:28.823Z
-189.5,49.41999998688698,-161.47665653576155,2026-01-29T14:55:28.873Z
-189.5,49.7531999805212,-161.47665653576155,2026-01-29T14:55:28.924Z
-189.5,50.00133597911215,-161.47665653576155,2026-01-29T14:55:28.975Z
-189.5,50.166109260938214,-161.47665653576155,2026-01-29T14:55:29.026Z
-189.5,50.24918707874468,-161.47665653576155,2026-01-29T14:55:29.077Z
-189.5,50.17675927506424,-161.47665653576155,2026-01-29T14:55:29.178Z
-189.5,50.024424088213685,-161.47665653576155,2026-01-29T14:55:29.229Z
-189.5,49.7967356006687,-161.47665653576155,2026-01-29T14:55:29.280Z
-189.5,49.495200877005914,-161.47665653576155,2026-01-29T14:55:29.332Z
-189.5,49.121296840539195,-161.47665653576155,2026-01-29T14:55:29.382Z
-189.5,49,-161.47665653576155,2026-01-29T14:55:29.433Z
-189.5,49.41999998688698,-161.47665653576155,2026-01-29T14:55:29.483Z
-189.5,49.7531999805212,-161.47665653576155,2026-01-29T14:55:29.534Z
-189.5,50.00133597911215,-161.47665653576155,2026-01-29T14:55:29.585Z
-189.5,50.166109260938214,-161.47665653576155,2026-01-29T14:55:29.636Z
-189.5,50.24918707874468,-161.47665653576155,2026-01-29T14:55:29.687Z
-189.5,50.17675927506424,-161.47665653576155,2026-01-29T14:55:29.788Z
-189.5,50.024424088213685,-161.47665653576155,2026-01-29T14:55:29.839Z
-189.5,49.7967356006687,-161.47665653576155,2026-01-29T14:55:29.890Z
-189.5,49.495200877005914,-161.47665653576155,2026-01-29T14:55:29.941Z
-189.5,49.121296840539195,-161.47665653576155,2026-01-29T14:55:29.993Z
-189.5,49,-161.47665653576155,2026-01-29T14:55:30.043Z
-189.5,49.41999998688698,-161.47665653576155,2026-01-29T14:55:30.094Z
-189.5,49.7531999805212,-161.47665653576155,2026-01-29T14:55:30.144Z
-189.5,50.00133597911215,-161.47665653576155,2026-01-29T14:55:30.195Z
-189.5,50.166109260938214,-161.47665653576155,2026-01-29T14:55:30.286Z
-189.5,50.24918707874468,-161.47665653576155,2026-01-29T14:55:30.336Z
-189.5,50.17675927506424,-161.47665653576155,2026-01-29T14:55:30.429Z
-189.5,50.024424088213685,-161.47665653576155,2026-01-29T14:55:30.464Z
-189.5,50.41999998688698,-161.47665653576155,2026-01-29T14:55:30.532Z
-189.5,50.7531999805212,-161.47665653576155,2026-01-29T14:55:30.583Z
-189.5,51.00133597911215,-161.47665653576155,2026-01-29T14:55:30.634Z
-189.5,51.166109260938214,-161.47665653576155,2026-01-29T14:55:30.686Z
-189.5,51.24918707874468,-161.47665653576155,2026-01-29T14:55:30.737Z
-189.5,51.17675927506424,-161.47665653576155,2026-01-29T14:55:30.840Z
-189.5,51.024424088213685,-161.47665653576155,2026-01-29T14:55:30.890Z
-189.5,50.7967356006687,-161.47665653576155,2026-01-29T14:55:30.940Z
-189.5,50.495200877005914,-161.47665653576155,2026-01-29T14:55:30.991Z
-189.5,50.121296840539195,-161.47665653576155,2026-01-29T14:55:31.042Z
-189.5,50,-161.47665653576155,2026-01-29T14:55:31.093Z
-189.5,50.41999998688698,-161.47665653576155,2026-01-29T14:55:31.145Z
-189.5,50.7531999805212,-161.47665653576155,2026-01-29T14:55:31.195Z
-189.5,51.00133597911215,-161.47665653576155,2026-01-29T14:55:31.246Z
-189.5,51.166109260938214,-161.47665653576155,2026-01-29T14:55:31.297Z
-189.5,51.24918707874468,-161.47665653576155,2026-01-29T14:55:31.298Z
-189.5,51.17675927506424,-161.47665653576155,2026-01-29T14:55:31.398Z
-189.5,51.024424088213685,-161.47665653576155,2026-01-29T14:55:31.449Z
-189.5,50.7967356006687,-161.47665653576155,2026-01-29T14:55:31.499Z
-189.5,50.495200877005914,-161.47665653576155,2026-01-29T14:55:31.550Z
-189.5,50.121296840539195,-161.47665653576155,2026-01-29T14:55:31.601Z
-189.5,50,-161.47665653576155,2026-01-29T14:55:31.651Z
-189.5,50.41999998688698,-161.47665653576155,2026-01-29T14:55:31.702Z
-189.5,50.7531999805212,-161.47665653576155,2026-01-29T14:55:31.752Z
-189.5,51.00133597911215,-161.47665653576155,2026-01-29T14:55:31.802Z
-189.5,51.166109260938214,-161.47665653576155,2026-01-29T14:55:31.852Z
-189.5,51.24918707874468,-161.47665653576155,2026-01-29T14:55:31.902Z
-189.5,51.17675927506424,-161.47665653576155,2026-01-29T14:55:32.002Z
-189.5,51.024424088213685,-161.47665653576155,2026-01-29T14:55:32.052Z
-189.5,50.7967356006687,-161.47665653576155,2026-01-29T14:55:32.102Z
-189.5,50.495200877005914,-161.47665653576155,2026-01-29T14:55:32.151Z
-189.5,50.121296840539195,-161.47665653576155,2026-01-29T14:55:32.202Z
-189.5,50,-161.47665653576155,2026-01-29T14:55:32.254Z
-189.5,50.41999998688698,-161.47665653576155,2026-01-29T14:55:32.305Z
-189.5,50.7531999805212,-161.47665653576155,2026-01-29T14:55:32.355Z
-189.5,51.00133597911215,-161.47665653576155,2026-01-29T14:55:32.406Z
-189.5,51.166109260938214,-161.47665653576155,2026-01-29T14:55:32.456Z
-189.5,51.24918707874468,-161.47665653576155,2026-01-29T14:55:32.507Z
-189.5,51.17675927506424,-161.47665653576155,2026-01-29T14:55:32.609Z
-189.5,51.024424088213685,-161.47665653576155,2026-01-29T14:55:32.660Z
-189.5,50.7967356006687,-161.47665653576155,2026-01-29T14:55:32.710Z
-189.5,50.495200877005914,-161.47665653576155,2026-01-29T14:55:32.760Z
-189.5,50.121296840539195,-161.47665653576155,2026-01-29T14:55:32.811Z
-189.5,50,-161.47665653576155,2026-01-29T14:55:32.862Z
-189.5,50.41999998688698,-161.47665653576155,2026-01-29T14:55:32.913Z
-189.5,50.7531999805212,-161.47665653576155,2026-01-29T14:55:32.965Z
-189.5,51.00133597911215,-161.47665653576155,2026-01-29T14:55:33.015Z
-189.5,51.166109260938214,-161.47665653576155,2026-01-29T14:55:33.065Z
-189.5,51.24918707874468,-161.47665653576155,2026-01-29T14:55:33.116Z
-189.5,51.17675927506424,-161.47665653576155,2026-01-29T14:55:33.218Z
-189.5,51.024424088213685,-161.47665653576155,2026-01-29T14:55:33.268Z
-189.5,50.7967356006687,-161.47665653576155,2026-01-29T14:55:33.319Z
-189.5,50.495200877005914,-161.47665653576155,2026-01-29T14:55:33.370Z
-189.5,50.121296840539195,-161.47665653576155,2026-01-29T14:55:33.421Z
-189.5,50,-161.47665653576155,2026-01-29T14:55:33.472Z
-189.5,50.41999998688698,-161.47665653576155,2026-01-29T14:55:33.523Z
-189.5,50.7531999805212,-161.47665653576155,2026-01-29T14:55:33.574Z
-189.5,51.00133597911215,-161.47665653576155,2026-01-29T14:55:33.625Z
-189.5,51.166109260938214,-161.47665653576155,2026-01-29T14:55:33.676Z
-189.5,51.24918707874468,-161.47665653576155,2026-01-29T14:55:33.727Z
-189.5,51.17675927506424,-161.47665653576155,2026-01-29T14:55:33.829Z
-189.5,51.024424088213685,-161.47665653576155,2026-01-29T14:55:33.880Z
-189.5,50.7967356006687,-161.47665653576155,2026-01-29T14:55:33.930Z
-189.5,50.495200877005914,-161.47665653576155,2026-01-29T14:55:33.982Z
-189.5,50.121296840539195,-161.47665653576155,2026-01-29T14:55:34.032Z
-189.5,50,-161.47665653576155,2026-01-29T14:55:34.083Z
-189.5,50.41999998688698,-161.47665653576155,2026-01-29T14:55:34.134Z
-189.5,50.7531999805212,-161.47665653576155,2026-01-29T14:55:34.185Z
-189.5,51.00133597911215,-161.47665653576155,2026-01-29T14:55:34.235Z
-189.5,51.166109260938214,-161.47665653576155,2026-01-29T14:55:34.287Z
-189.5,51.24918707874468,-161.47665653576155,2026-01-29T14:55:34.338Z
-189.5,51.17675927506424,-161.47665653576155,2026-01-29T14:55:34.440Z
-189.5,51.024424088213685,-161.47665653576155,2026-01-29T14:55:34.492Z
-189.5,50.7967356006687,-161.47665653576155,2026-01-29T14:55:34.544Z
-189.5,50.495200877005914,-161.47665653576155,2026-01-29T14:55:34.593Z
-189.5,50.121296840539195,-161.47665653576155,2026-01-29T14:55:34.643Z
-189.5,50,-161.47665653576155,2026-01-29T14:55:34.695Z
-189.5,50.41999998688698,-161.47665653576155,2026-01-29T14:55:34.746Z
-189.5,50.7531999805212,-161.47665653576155,2026-01-29T14:55:34.797Z
-189.5,51.00133597911215,-161.47665653576155,2026-01-29T14:55:34.798Z
-189.5,51.166109260938214,-161.47665653576155,2026-01-29T14:55:34.848Z
-189.5,51.24918707874468,-161.47665653576155,2026-01-29T14:55:34.898Z
-189.5,51.17675927506424,-161.47665653576155,2026-01-29T14:55:35.000Z
-189.5,51.024424088213685,-161.47665653576155,2026-01-29T14:55:35.050Z
-189.5,50.7967356006687,-161.47665653576155,2026-01-29T14:55:35.101Z
-189.5,50.495200877005914,-161.47665653576155,2026-01-29T14:55:35.152Z
-189.5,50.121296840539195,-161.47665653576155,2026-01-29T14:55:35.202Z
-189.5,50,-161.47665653576155,2026-01-29T14:55:35.252Z
-189.5,50.41999998688698,-161.47665653576155,2026-01-29T14:55:35.302Z
-189.5,50.7531999805212,-161.47665653576155,2026-01-29T14:55:35.392Z
-189.5,51.00133597911215,-161.47665653576155,2026-01-29T14:55:35.442Z
-189.5,51.166109260938214,-161.47665653576155,2026-01-29T14:55:35.492Z
-189.5,51.24918707874468,-161.47665653576155,2026-01-29T14:55:35.539Z
-189.5,51.17675927506424,-161.47665653576155,2026-01-29T14:55:35.602Z
-189.5,51.024424088213685,-161.47665653576155,2026-01-29T14:55:35.651Z
-189.5,51.41999998688698,-161.47665653576155,2026-01-29T14:55:35.752Z
-189.5,51.7531999805212,-161.47665653576155,2026-01-29T14:55:35.802Z
-189.5,52.00133597911215,-161.47665653576155,2026-01-29T14:55:35.852Z
-189.5,52.166109260938214,-161.47665653576155,2026-01-29T14:55:35.901Z
-189.5,52.24918707874468,-161.47665653576155,2026-01-29T14:55:35.952Z
-189.5,52.17675927506424,-161.47665653576155,2026-01-29T14:55:36.053Z
-189.5,52.024424088213685,-161.47665653576155,2026-01-29T14:55:36.104Z
